attrition_flag,customer_age,total_trans_amt,total_trans_ct,credit_limit,months_inactive_12_mon,contacts_count_12_mon,income_category
Existing Customer,53,1677,45,3539,3,2,60K-80K
Existing Customer,52,2048,59,9274,1,4,120K+
Existing Customer,35,2072,33,3187,1,3,Lessthan40K
Attrited Customer,37,1406,28,2802,1,4,Lessthan40K
Existing Customer,50,1386,30,2334,3,3,60K-80K
Existing Customer,65,2249,61,1438.3,3,3,Lessthan40K
Existing Customer,53,1670,33,3519,2,4,Lessthan40K
Existing Customer,53,1561,40,3088,2,3,120K+
Existing Customer,40,2579,68,34516,3,0,80K-120K
Existing Customer,39,1642,39,11906,1,4,60K-80K
Existing Customer,53,2156,46,11098,2,4,Unknown
Existing Customer,36,2004,44,2224,3,4,60K-80K
Existing Customer,35,1575,41,3454,3,4,40K-60K
Existing Customer,37,2732,63,5723,2,2,Lessthan40K
Existing Customer,36,2246,44,9239,2,3,Lessthan40K
Existing Customer,39,1602,40,4061,3,2,80K-120K
Existing Customer,65,1597,31,4189,3,2,Lessthan40K
Existing Customer,45,3483,82,6373,1,3,Lessthan40K
Existing Customer,38,2334,61,2228,2,3,Lessthan40K
Attrited Customer,36,856,18,3261,2,2,Lessthan40K
Existing Customer,40,1596,34,8014,3,2,Lessthan40K
Existing Customer,35,1830,36,10980,1,3,40K-60K
Existing Customer,54,1369,37,3092,3,4,120K+
Existing Customer,40,2603,56,14315,1,2,80K-120K
Existing Customer,59,1776,36,1648,3,3,40K-60K
Attrited Customer,26,869,27,1730,2,4,40K-60K
Existing Customer,46,1390,44,13768,3,3,60K-80K
Existing Customer,29,1757,48,1709,3,4,Unknown
Existing Customer,38,3342,62,1705,2,3,40K-60K
Existing Customer,31,2457,58,8673,1,2,60K-80K
Existing Customer,35,2274,61,6391,2,2,60K-80K
Existing Customer,56,1448,36,11102,2,2,80K-120K
Existing Customer,34,1544,36,24765,1,3,80K-120K
Existing Customer,42,1591,35,31864,3,4,80K-120K
Existing Customer,29,3253,80,5346,3,2,60K-80K
Existing Customer,32,2467,54,2801,2,3,40K-60K
Existing Customer,37,1401,31,3148,6,2,Lessthan40K
Existing Customer,36,2853,55,2786,5,3,Lessthan40K
Existing Customer,37,2438,45,11894,1,2,60K-80K
Existing Customer,38,1655,41,7535,3,3,80K-120K
Attrited Customer,52,797,14,33180,4,3,60K-80K
Existing Customer,62,2141,55,2986,2,4,Lessthan40K
Existing Customer,35,2080,50,6729,2,2,Unknown
Existing Customer,36,2542,67,2601,3,4,60K-80K
Existing Customer,54,1636,58,3380,3,0,80K-120K
Existing Customer,27,2319,61,2730,2,2,60K-80K
Attrited Customer,26,982,22,3324,1,3,40K-60K
Existing Customer,56,1880,58,2665,3,3,Lessthan40K
Existing Customer,60,1325,29,5015,3,2,40K-60K
Existing Customer,54,1370,25,6905,3,3,60K-80K
Existing Customer,48,1961,51,5848,2,2,80K-120K
Existing Customer,33,2501,55,19136,3,4,80K-120K
Existing Customer,64,2003,41,3500,3,4,Lessthan40K
Existing Customer,35,1691,47,7453,1,3,60K-80K
Existing Customer,54,1456,27,6266,3,3,Lessthan40K
Existing Customer,29,2743,69,4945,3,4,Lessthan40K
Attrited Customer,33,837,18,27992,2,4,120K+
Existing Customer,34,1877,33,3735,2,3,40K-60K
Existing Customer,48,1843,44,6703,3,2,60K-80K
Existing Customer,38,1527,35,6162,1,4,80K-120K
Existing Customer,42,3951,68,3337,4,3,60K-80K
Existing Customer,55,1591,38,2205,3,3,40K-60K
Existing Customer,62,1326,44,4450,1,3,40K-60K
Existing Customer,33,2914,70,1438.3,2,4,Lessthan40K
Existing Customer,38,2447,46,2172,1,2,80K-120K
Existing Customer,39,3078,58,4323,2,2,40K-60K
Existing Customer,56,1238,36,4145,1,3,80K-120K
Existing Customer,36,2454,46,2032,3,3,Lessthan40K
Existing Customer,29,2413,48,7010,3,3,80K-120K
Existing Customer,57,2126,58,3205,3,2,120K+
Existing Customer,55,1782,48,16547,2,3,Unknown
Existing Customer,51,2041,32,5930,2,4,40K-60K
Existing Customer,57,2050,46,7469,1,2,Unknown
Existing Customer,56,1229,27,2235,2,3,Lessthan40K
Existing Customer,26,2180,33,2047,2,2,40K-60K
Existing Customer,36,2298,55,34516,1,2,Unknown
Existing Customer,53,1333,34,2636,3,4,40K-60K
Existing Customer,41,2036,44,6425,3,2,40K-60K
Existing Customer,26,2088,34,2902,3,2,Lessthan40K
Existing Customer,51,2024,53,4002,2,3,Lessthan40K
Existing Customer,34,2405,49,5175,3,3,60K-80K
Existing Customer,65,2608,78,4599,2,4,40K-60K
Existing Customer,52,2866,53,31258,3,4,80K-120K
Existing Customer,54,1406,37,2683,2,4,Lessthan40K
Attrited Customer,37,563,15,11638,4,3,80K-120K
Existing Customer,40,1610,49,1829,1,3,Unknown
Existing Customer,55,1409,25,8276,1,3,80K-120K
Existing Customer,45,1485,38,23539,3,3,80K-120K
Existing Customer,37,2344,48,2352,3,3,Lessthan40K
Existing Customer,30,2768,68,11371,1,2,60K-80K
Existing Customer,55,1869,47,2857,6,2,Lessthan40K
Existing Customer,36,2873,73,34516,2,4,80K-120K
Existing Customer,39,1734,39,6690,3,4,40K-60K
Existing Customer,34,2858,71,4439,1,4,Lessthan40K
Existing Customer,47,1984,36,5344,3,2,60K-80K
Existing Customer,42,1537,41,27310,3,3,80K-120K
Existing Customer,61,1263,35,2531,2,4,40K-60K
Existing Customer,31,2318,54,9096,1,3,40K-60K
Attrited Customer,40,1112,26,34516,3,4,80K-120K
Existing Customer,42,1438,35,7169,1,2,Lessthan40K
Existing Customer,54,1292,34,5399,3,4,Lessthan40K
Existing Customer,52,1924,50,2280,3,2,Lessthan40K
Existing Customer,31,2205,43,6315,1,4,Lessthan40K
Existing Customer,43,1774,46,4402,1,2,40K-60K
Existing Customer,49,1413,31,27732,4,2,120K+
Existing Customer,45,3479,76,4947,3,4,40K-60K
Existing Customer,38,1646,43,3946,2,3,80K-120K
Existing Customer,57,1683,50,12291,3,4,40K-60K
Existing Customer,63,1420,32,3067,2,4,40K-60K
Existing Customer,42,2451,55,1438.3,2,3,Lessthan40K
Existing Customer,61,2066,51,8633,2,4,40K-60K
Existing Customer,37,2805,85,2394,4,3,40K-60K
Attrited Customer,61,1088,26,11374,0,4,120K+
Existing Customer,35,1931,35,6921,3,4,60K-80K
Existing Customer,57,1343,35,2564,6,4,80K-120K
Existing Customer,64,1613,43,2720,3,4,Lessthan40K
Existing Customer,39,1402,35,9843,2,4,Unknown
Existing Customer,28,2534,51,21691,3,2,Unknown
Existing Customer,53,2199,48,1826,3,2,80K-120K
Existing Customer,39,1562,44,5746,3,0,60K-80K
Existing Customer,35,1851,48,2926,2,4,Lessthan40K
Existing Customer,47,1831,60,7061,3,2,40K-60K
Existing Customer,47,1570,31,5589,3,4,80K-120K
Existing Customer,38,1735,43,9620,3,3,80K-120K
Existing Customer,26,2386,47,2539,3,3,Lessthan40K
Existing Customer,37,2790,68,3642,2,3,Unknown
Existing Customer,57,3031,57,3451,4,3,Lessthan40K
Existing Customer,38,1819,35,1841,2,3,Lessthan40K
Existing Customer,39,1972,38,5764,3,2,120K+
Existing Customer,35,2084,61,18278,3,2,60K-80K
Existing Customer,38,1357,26,16059,3,2,80K-120K
Existing Customer,56,1193,26,5887,2,2,60K-80K
Existing Customer,36,2530,50,3152,2,2,40K-60K
Attrited Customer,39,1195,35,12464,3,4,80K-120K
Existing Customer,58,2160,54,4784,2,3,Unknown
Existing Customer,28,2074,81,1950,2,3,Lessthan40K
Existing Customer,65,2213,62,7478,3,2,Lessthan40K
Existing Customer,26,2731,39,1438.3,3,4,Lessthan40K
Existing Customer,28,2950,87,1707,2,4,Lessthan40K
Existing Customer,30,2572,35,4016,2,2,Unknown
Existing Customer,31,2411,53,2370,3,2,Lessthan40K
Existing Customer,57,1409,49,3478,1,4,60K-80K
Existing Customer,43,1987,47,1539,2,2,40K-60K
Attrited Customer,26,947,20,1438.3,2,4,Lessthan40K
Existing Customer,39,3046,56,3142,3,2,40K-60K
Existing Customer,35,3013,78,17236,1,2,60K-80K
Existing Customer,52,1679,39,1438.3,1,4,40K-60K
Existing Customer,33,2342,51,13206,3,2,80K-120K
Existing Customer,53,1359,36,2480,1,0,60K-80K
Existing Customer,30,2632,64,2898,1,4,Lessthan40K
Existing Customer,59,1430,28,1570,3,4,Lessthan40K
Existing Customer,65,1877,41,4460,3,3,Lessthan40K
Existing Customer,33,1731,40,1544,2,4,Lessthan40K
Existing Customer,52,1332,24,3456,3,2,Unknown
Existing Customer,26,2270,44,2751,3,3,Unknown
Existing Customer,52,1771,41,4153,3,4,60K-80K
Existing Customer,37,3016,85,3685,2,4,Lessthan40K
Existing Customer,56,969,29,8902,1,4,120K+
Existing Customer,35,2070,44,2944,3,4,120K+
Existing Customer,58,1395,39,2232,3,2,Lessthan40K
Existing Customer,34,2169,48,1569,2,4,40K-60K
Existing Customer,37,2574,65,23622,2,2,80K-120K
Existing Customer,53,1627,54,3326,3,3,40K-60K
Existing Customer,38,1592,32,6116,3,3,40K-60K
Existing Customer,38,1601,34,11352,1,3,80K-120K
Existing Customer,28,2560,72,14910,3,4,Lessthan40K
Existing Customer,39,4563,61,17531,3,3,Unknown
Existing Customer,43,1827,49,4138,2,3,Lessthan40K
Existing Customer,36,2472,65,8374,2,2,80K-120K
Existing Customer,38,1475,27,7049,3,3,Lessthan40K
Existing Customer,37,2349,61,3851,3,4,40K-60K
Existing Customer,37,2477,49,15936,1,4,60K-80K
Existing Customer,29,2775,74,2926,4,4,Lessthan40K
Existing Customer,51,1451,25,10305,2,4,60K-80K
Existing Customer,54,1617,35,2987,2,2,60K-80K
Existing Customer,35,2949,70,34516,2,3,80K-120K
Existing Customer,38,1585,43,6275,3,4,40K-60K
Existing Customer,33,2679,45,7185,2,3,Lessthan40K
Existing Customer,45,1779,47,3281,3,4,Lessthan40K
Existing Customer,61,1523,30,3077,3,2,40K-60K
Existing Customer,33,2758,50,2042,1,4,Lessthan40K
Existing Customer,55,1910,51,2001,1,4,60K-80K
Existing Customer,34,2616,46,3625,3,4,Lessthan40K
Existing Customer,58,1199,25,7803,3,4,40K-60K
Existing Customer,38,2565,53,5951,1,2,Lessthan40K
Attrited Customer,59,1339,23,15796,5,4,120K+
Existing Customer,57,3676,67,7558,3,4,80K-120K
Existing Customer,55,1910,38,5381,1,3,60K-80K
Existing Customer,63,2279,56,3556,1,4,60K-80K
Existing Customer,60,1354,25,2661,1,4,Lessthan40K
Existing Customer,53,1999,48,3506,1,4,Lessthan40K
Existing Customer,35,1895,43,2066,2,2,60K-80K
Existing Customer,53,1570,56,8329,1,4,120K+
Existing Customer,58,1258,33,2774,1,0,Lessthan40K
Existing Customer,33,2475,52,4134,3,3,Unknown
Existing Customer,53,1213,33,11329,2,2,80K-120K
Existing Customer,59,1755,45,9055,2,2,60K-80K
Existing Customer,37,1692,38,17393,2,2,120K+
Existing Customer,50,3313,72,5908,3,4,Lessthan40K
Existing Customer,35,2820,62,5825,2,3,Lessthan40K
Existing Customer,28,1813,31,3665,1,3,40K-60K
Existing Customer,37,2555,44,3797,2,2,80K-120K
Existing Customer,39,2133,54,3478,3,4,40K-60K
Existing Customer,31,2566,74,13734,3,3,40K-60K
Existing Customer,37,2058,49,3034,3,2,60K-80K
Existing Customer,39,2593,57,2973,1,4,Lessthan40K
Existing Customer,38,1886,48,24296,1,2,80K-120K
Existing Customer,35,2568,59,8969,1,3,40K-60K
Existing Customer,30,1870,51,2550,3,2,Lessthan40K
Attrited Customer,48,911,25,10357,1,3,Lessthan40K
Existing Customer,33,1896,33,1475,1,4,Lessthan40K
Existing Customer,47,1694,32,5154,6,2,40K-60K
Existing Customer,37,2780,57,3586,2,4,Lessthan40K
Existing Customer,38,2234,35,4646,1,2,60K-80K
Existing Customer,39,3124,66,1640,2,2,40K-60K
Existing Customer,34,2966,50,2379,2,4,60K-80K
Existing Customer,65,1973,59,3422,3,2,Lessthan40K
Existing Customer,43,1720,40,4365,2,3,60K-80K
Attrited Customer,38,1137,26,32938,4,4,80K-120K
Existing Customer,48,1727,37,6710,2,4,40K-60K
Existing Customer,38,1999,34,2507,3,4,60K-80K
Attrited Customer,65,1712,27,6184,6,3,Lessthan40K
Existing Customer,36,1802,40,2029,3,4,Lessthan40K
Existing Customer,35,2551,74,16659,3,2,40K-60K
Existing Customer,58,1788,45,2203,2,2,Lessthan40K
Existing Customer,54,1908,39,5122,2,4,Unknown
Existing Customer,53,1377,38,3074,1,3,80K-120K
Existing Customer,38,1843,28,2584,3,2,60K-80K
Existing Customer,31,2563,64,2037,1,2,40K-60K
Existing Customer,34,1930,36,14938,3,2,120K+
Existing Customer,38,2460,52,2014,1,2,60K-80K
Attrited Customer,39,2054,55,1818,4,3,60K-80K
Existing Customer,37,2405,55,14926,1,4,80K-120K
Existing Customer,51,3291,55,2827,3,2,Lessthan40K
Existing Customer,53,1197,25,2773,2,4,Lessthan40K
Existing Customer,53,1158,31,16033,3,2,80K-120K
Existing Customer,65,1855,39,3213,3,4,Lessthan40K
Existing Customer,33,3133,72,3616,1,3,Lessthan40K
Existing Customer,37,3305,80,5924,1,3,60K-80K
Existing Customer,47,2970,76,14535,3,4,40K-60K
Existing Customer,59,1335,23,2833,2,4,Lessthan40K
Existing Customer,59,1621,32,1479,2,3,Lessthan40K
Existing Customer,34,2546,55,1617,1,4,Unknown
Existing Customer,26,2192,36,2237,4,4,Lessthan40K
Existing Customer,45,4686,64,2900,3,3,120K+
Existing Customer,54,1836,37,13126,3,2,Unknown
Existing Customer,52,2030,58,8695,1,3,80K-120K
Existing Customer,47,3902,76,6692,3,4,40K-60K
Existing Customer,57,1353,30,2159,1,2,Lessthan40K
Existing Customer,34,1850,34,2501,2,2,60K-80K
Existing Customer,36,1715,39,6338,3,2,80K-120K
Attrited Customer,36,1412,38,2190,3,4,40K-60K
Existing Customer,57,1325,29,7578,2,3,40K-60K
Existing Customer,29,2523,48,2963,3,2,Lessthan40K
Existing Customer,37,2323,47,8260,3,3,80K-120K
Attrited Customer,46,1165,35,8309,4,3,Lessthan40K
Existing Customer,55,1018,32,3864,1,4,80K-120K
Existing Customer,56,1484,34,10230,3,3,80K-120K
Attrited Customer,32,695,10,22382,3,4,120K+
Existing Customer,39,2443,70,25790,3,2,120K+
Existing Customer,63,1959,56,2675,1,3,Lessthan40K
Existing Customer,49,1771,47,1652,3,4,Lessthan40K
Existing Customer,38,1604,42,5815,1,3,60K-80K
Existing Customer,60,1562,27,2595,1,2,Lessthan40K
Existing Customer,38,2269,39,3421,2,3,60K-80K
Existing Customer,63,1449,28,6922,2,3,80K-120K
Existing Customer,43,1665,44,6979,2,4,Lessthan40K
Existing Customer,39,1457,43,2594,3,4,Lessthan40K
Existing Customer,35,2795,55,16915,2,4,Unknown
Attrited Customer,45,1041,27,34516,4,4,80K-120K
Existing Customer,35,2005,50,2523,2,2,40K-60K
Attrited Customer,48,1225,34,6235,4,3,40K-60K
Existing Customer,26,2099,39,1473,2,4,40K-60K
Existing Customer,36,2547,45,17116,2,3,120K+
Existing Customer,37,2864,37,4631,3,2,80K-120K
Existing Customer,39,1602,37,3047,3,2,60K-80K
Existing Customer,49,3013,83,32338,2,2,80K-120K
Existing Customer,56,1324,38,2253,3,3,60K-80K
Existing Customer,45,1960,48,16611,6,4,60K-80K
Existing Customer,34,2652,61,22886,4,2,Unknown
Existing Customer,29,2435,63,3544,3,3,80K-120K
Existing Customer,28,2744,75,3480,3,4,Lessthan40K
Existing Customer,65,1215,22,3549,3,2,Lessthan40K
Existing Customer,26,2856,39,1438.3,2,4,Lessthan40K
Existing Customer,57,1260,34,3136,2,3,Lessthan40K
Existing Customer,47,1804,32,34516,2,4,120K+
Existing Customer,54,1339,30,6814,3,2,Lessthan40K
Existing Customer,48,3093,66,34516,2,4,120K+
Existing Customer,36,1618,37,8500,3,4,Unknown
Existing Customer,43,1013,28,28170,3,2,80K-120K
Existing Customer,54,3328,69,6610,1,4,Lessthan40K
Existing Customer,37,2061,61,15755,3,2,60K-80K
Existing Customer,33,1567,42,2711,3,4,80K-120K
Existing Customer,38,1573,35,3735,1,4,40K-60K
Existing Customer,36,2568,69,10216,3,2,80K-120K
Existing Customer,40,1804,41,20420,1,2,Unknown
Attrited Customer,37,725,22,13662,4,4,120K+
Existing Customer,26,2243,38,3038,3,3,Unknown
Existing Customer,45,1236,36,7050,3,3,60K-80K
Existing Customer,26,2169,43,1775,1,4,Lessthan40K
Existing Customer,42,1488,26,8960,2,2,40K-60K
Existing Customer,33,1765,27,2355,1,2,80K-120K
Existing Customer,57,1476,30,6803,2,4,40K-60K
Existing Customer,55,1275,31,2145,2,4,60K-80K
Existing Customer,40,1872,51,3919,2,3,80K-120K
Existing Customer,32,2439,63,4500,2,3,Lessthan40K
Existing Customer,62,1453,27,2941,3,4,Lessthan40K
Existing Customer,26,2411,41,7102,3,3,60K-80K
Attrited Customer,37,862,13,6866,3,4,Lessthan40K
Existing Customer,57,1306,32,10378,2,3,80K-120K
Existing Customer,47,1593,46,13473,3,2,Unknown
Existing Customer,47,1837,37,18178,3,3,80K-120K
Existing Customer,48,1909,52,8171,3,4,Unknown
Existing Customer,49,2170,41,1438.3,3,3,Lessthan40K
Existing Customer,35,1725,29,8082,3,4,80K-120K
Existing Customer,57,4291,78,24589,2,3,60K-80K
Existing Customer,62,3703,91,30310,1,2,Unknown
Existing Customer,55,2177,59,2967,3,4,Lessthan40K
Existing Customer,36,2883,61,3092,2,3,60K-80K
Existing Customer,54,1515,31,1618,3,2,80K-120K
Existing Customer,30,2048,35,2498,2,3,Lessthan40K
Existing Customer,46,2038,45,2564,2,2,40K-60K
Existing Customer,43,1980,45,10540,4,4,80K-120K
Existing Customer,34,1899,33,13384,3,3,120K+
Existing Customer,55,1842,56,16208,2,4,80K-120K
Existing Customer,36,2617,48,3049,3,4,Lessthan40K
Existing Customer,44,3407,47,19214,4,3,80K-120K
Existing Customer,39,1765,36,3071,2,3,60K-80K
Existing Customer,34,2650,69,13395,1,3,80K-120K
Existing Customer,40,3891,79,17126,3,4,60K-80K
Existing Customer,42,3942,84,8083,3,2,60K-80K
Existing Customer,36,2398,61,8995,2,3,40K-60K
Existing Customer,26,2692,63,2404,2,3,Lessthan40K
Existing Customer,42,1346,26,2807,2,2,40K-60K
Existing Customer,55,1390,24,3097,3,2,40K-60K
Existing Customer,45,2073,54,10651,2,2,80K-120K
Existing Customer,61,3994,64,2175,2,3,60K-80K
Existing Customer,41,1723,36,28020,3,0,120K+
Existing Customer,35,3116,80,2640,3,3,Lessthan40K
Existing Customer,34,2555,62,31313,1,4,120K+
Existing Customer,37,2717,63,7304,2,4,80K-120K
Attrited Customer,46,967,24,3254,2,3,60K-80K
Existing Customer,26,2660,89,1438.3,3,2,40K-60K
Existing Customer,54,2412,62,3161,4,4,Lessthan40K
Attrited Customer,47,777,13,7246,3,4,Lessthan40K
Existing Customer,56,2292,54,3088,4,4,Lessthan40K
Existing Customer,42,3774,63,13719,3,2,Lessthan40K
Existing Customer,30,1723,31,4726,1,3,40K-60K
Existing Customer,32,1668,32,6100,3,3,Lessthan40K
Existing Customer,40,1777,56,19279,2,4,80K-120K
Existing Customer,33,1888,39,3792,2,4,Lessthan40K
Existing Customer,64,1597,37,2084,3,4,Lessthan40K
Existing Customer,33,2804,70,34516,3,3,80K-120K
Existing Customer,52,1651,43,6849,2,2,80K-120K
Existing Customer,59,2367,50,2417,3,4,Lessthan40K
Existing Customer,41,3386,53,5802,4,3,Unknown
Existing Customer,38,2399,57,2919,2,2,40K-60K
Existing Customer,29,2320,57,2462,1,2,Lessthan40K
Existing Customer,43,2119,52,1947,4,2,Unknown
Attrited Customer,40,2395,45,18563,2,4,80K-120K
Existing Customer,37,2181,32,3992,3,3,Lessthan40K
Existing Customer,32,1913,35,3568,2,2,Lessthan40K
Existing Customer,36,3063,87,7776,3,2,60K-80K
Attrited Customer,58,1088,22,1438.3,2,3,40K-60K
Existing Customer,53,1138,38,9355,3,3,80K-120K
Existing Customer,37,2595,58,19636,4,4,Unknown
Existing Customer,47,1788,46,7327,3,3,40K-60K
Existing Customer,36,2602,51,7049,3,2,120K+
Existing Customer,26,2236,55,2033,3,2,40K-60K
Existing Customer,38,3095,63,5153,1,3,40K-60K
Existing Customer,32,2397,41,2062,2,2,40K-60K
Existing Customer,37,2439,61,2005,3,4,Lessthan40K
Existing Customer,26,2225,44,2479,2,3,Lessthan40K
Existing Customer,55,1569,33,4589,4,4,40K-60K
Existing Customer,35,1927,47,2263,2,2,80K-120K
Existing Customer,58,2140,49,8184,3,2,60K-80K
Existing Customer,32,2522,68,9238,3,3,Unknown
Existing Customer,47,3503,65,30210,3,3,80K-120K
Existing Customer,32,2657,71,6942,3,3,Lessthan40K
Existing Customer,56,1373,35,14551,3,3,60K-80K
Existing Customer,34,2557,67,1438.3,1,2,Lessthan40K
Existing Customer,65,2758,56,11332,2,2,Unknown
Existing Customer,55,1473,35,30967,2,3,120K+
Existing Customer,43,2843,53,7866,3,3,80K-120K
Existing Customer,31,2570,49,2718,2,4,Lessthan40K
Existing Customer,54,1446,22,3084,2,4,Lessthan40K
Existing Customer,52,1181,30,17302,2,4,80K-120K
Existing Customer,48,1426,34,12159,3,3,40K-60K
Existing Customer,54,1566,36,2797,4,3,Lessthan40K
Existing Customer,33,3319,86,2618,3,4,60K-80K
Attrited Customer,26,1134,26,1442,2,3,Lessthan40K
Existing Customer,30,1859,43,2063,2,1,Lessthan40K
Existing Customer,49,2223,72,8154,2,3,Lessthan40K
Existing Customer,36,2967,80,9735,3,2,40K-60K
Existing Customer,56,1645,33,4310,4,2,80K-120K
Existing Customer,53,2197,45,11450,3,1,80K-120K
Attrited Customer,39,809,15,8906,3,4,120K+
Existing Customer,34,1534,34,4245,3,2,60K-80K
Existing Customer,53,1413,37,21953,4,4,80K-120K
Existing Customer,32,2659,63,1614,1,3,40K-60K
Existing Customer,39,1842,36,5140,4,2,80K-120K
Existing Customer,57,1515,36,31762,3,4,120K+
Existing Customer,48,2997,56,11692,4,4,Unknown
Existing Customer,37,2599,47,16043,2,4,60K-80K
Existing Customer,36,2916,50,15488,4,3,80K-120K
Existing Customer,39,4157,58,2503,3,2,40K-60K
Existing Customer,31,2670,50,3312,3,2,Lessthan40K
Existing Customer,31,2221,57,6269,2,4,40K-60K
Existing Customer,36,2460,74,20337,2,1,60K-80K
Existing Customer,47,1698,41,2224,2,4,Lessthan40K
Attrited Customer,37,694,12,3100,3,4,60K-80K
Existing Customer,38,2167,57,26437,2,0,60K-80K
Existing Customer,39,2760,44,9959,2,2,80K-120K
Existing Customer,39,1753,43,25008,3,3,80K-120K
Existing Customer,37,1678,36,2031,3,3,40K-60K
Existing Customer,58,1887,60,1654,4,2,80K-120K
Existing Customer,58,1535,31,4608,4,3,Lessthan40K
Existing Customer,37,1903,30,3908,4,1,40K-60K
Existing Customer,54,2631,55,2798,3,2,80K-120K
Existing Customer,45,3753,63,2551,4,1,Lessthan40K
Existing Customer,36,1989,37,8621,2,2,Unknown
Existing Customer,53,2165,49,7451,4,2,40K-60K
Existing Customer,34,2003,47,2617,3,3,Lessthan40K
Attrited Customer,35,717,18,12634,3,4,80K-120K
Existing Customer,32,1921,43,6407,3,3,40K-60K
Existing Customer,38,2412,58,1438.3,2,4,Lessthan40K
Existing Customer,37,2487,52,2672,2,2,80K-120K
Existing Customer,37,2792,51,11948,3,4,Unknown
Existing Customer,47,2170,63,2677,3,3,Lessthan40K
Existing Customer,52,4776,63,24703,2,1,Unknown
Existing Customer,54,1518,36,2240,3,4,60K-80K
Existing Customer,53,1476,37,6052,4,4,80K-120K
Existing Customer,33,2256,70,2562,4,1,Lessthan40K
Existing Customer,49,1848,49,15377,4,4,60K-80K
Attrited Customer,37,850,18,8654,3,4,120K+
Existing Customer,31,2308,49,1438.3,2,3,40K-60K
Existing Customer,43,1867,45,1438.3,3,3,120K+
Existing Customer,39,1923,49,16040,2,3,80K-120K
Existing Customer,38,1600,45,2801,3,1,40K-60K
Existing Customer,62,1809,41,2658,4,2,Lessthan40K
